,Age,Gender,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,EngagementLevel,Location_Europe,Location_Other,Location_USA,Genre_RPG,Genre_Simulation,Genre_Sports,Genre_Strategy
10481,32,0,16.768709513799102,0,1,1,41,44,30,1,False,False,True,False,True,False,False
10482,31,0,10.446220483290094,0,3,14,158,76,19,3,False,False,True,True,False,False,False
10483,44,1,17.403288622889114,0,1,0,101,68,44,1,False,False,False,True,False,False,False
10484,24,1,21.136292870450657,1,2,11,35,39,34,2,False,False,True,False,True,False,False
10485,49,0,6.8048964810217685,0,1,14,155,67,49,3,False,True,False,False,False,False,False
10486,35,1,7.321251609912382,0,1,17,84,6,41,3,True,False,False,True,False,False,False
10487,30,1,9.006167705426687,0,1,5,112,75,19,2,False,False,True,False,False,False,True
10488,20,0,4.8489847215660635,0,1,11,99,87,2,2,False,False,True,False,False,False,True
10489,17,0,23.17839606485137,0,1,4,136,36,39,2,True,False,False,False,False,False,True
10490,35,0,11.7744206048828,0,2,10,119,92,5,2,False,False,True,False,False,False,False
10491,27,0,7.370091072390734,1,1,4,160,10,45,2,False,False,True,False,False,True,False
10492,32,0,14.370972040369631,1,2,1,125,89,48,2,True,False,False,True,False,False,False
10493,38,0,18.574680474651803,0,3,15,94,58,0,2,True,False,False,False,False,False,True
10494,41,1,7.843610534212747,0,1,10,179,56,11,3,False,False,False,False,False,False,False
10495,18,0,4.231930101132647,0,1,3,92,3,10,1,True,False,False,False,False,True,False
10496,36,0,22.851824419846096,0,3,7,178,56,25,2,False,True,False,True,False,False,False
10497,38,0,23.87799482970305,0,3,11,96,87,43,2,False,False,True,False,False,True,False
10498,24,1,6.66436054155885,0,1,6,109,67,47,2,False,False,True,False,False,False,True
10499,16,1,11.56663252099533,1,2,0,168,57,8,1,True,False,False,False,False,True,False
10500,20,1,0.6610121317975404,0,2,14,172,9,21,3,False,False,False,False,False,False,False
10501,32,1,19.523340679691536,0,3,4,159,11,9,3,False,False,True,False,False,False,True
10502,31,0,0.9157413815525884,0,1,13,16,2,16,1,True,False,False,True,False,False,False
10503,37,0,18.44465893980299,1,1,5,111,91,39,2,False,False,True,False,True,False,False
10504,44,1,6.6560677464082,0,1,19,56,48,18,2,False,True,False,True,False,False,False
10505,35,0,22.44431289716079,0,2,15,93,82,45,3,True,False,False,True,False,False,False
10506,24,1,5.988138532366478,0,1,9,81,38,20,2,False,False,True,True,False,False,False
10507,27,0,23.97857080845663,0,3,8,113,21,8,2,False,False,True,False,False,False,False
10508,26,1,3.3076510267493013,0,1,15,171,23,47,3,False,False,False,False,False,False,True
10509,23,0,21.555403147215717,1,1,8,26,86,40,2,False,False,False,True,False,False,False
10510,18,0,3.893211445642698,0,1,0,169,30,11,1,True,False,False,False,False,False,False
10511,38,0,19.81438356278867,0,3,17,22,77,46,1,False,False,True,False,False,False,False
10512,48,1,7.043769000201936,0,1,10,144,4,30,2,False,False,True,False,False,False,True
10513,19,0,10.675452638524376,0,1,3,92,97,39,2,False,False,False,False,False,False,False
10514,29,0,12.541910186049677,0,2,8,136,36,5,2,True,False,False,False,False,False,True
10515,18,0,21.623155412219074,1,1,2,16,32,24,1,False,False,False,False,False,False,False
10516,22,0,4.050625822335638,0,2,2,148,53,22,2,False,False,False,False,False,False,True
10517,38,0,22.706975599361044,0,1,11,144,49,34,3,False,False,True,False,False,True,False
10518,42,0,5.140109525985738,0,1,10,145,12,32,3,False,False,True,True,False,False,False
10519,41,1,15.691879735329849,0,1,9,143,46,45,2,True,False,False,False,False,False,True
10520,15,1,17.04213871842486,0,1,3,85,49,34,2,False,False,True,False,False,False,True
10521,48,0,19.760504406727453,0,1,8,139,67,8,2,False,False,False,False,False,True,False
10522,31,0,23.464889137373955,0,1,18,151,98,28,2,False,False,True,True,False,False,False
10523,40,0,1.434306602890124,0,2,4,42,57,14,1,True,False,False,False,True,False,False
10524,38,0,18.729351724361297,0,3,2,39,81,38,1,False,False,True,False,False,False,True
10525,35,1,9.130834715578397,0,1,18,152,88,16,3,False,False,True,True,False,False,False
10526,44,0,16.86378078212139,0,2,15,77,29,9,2,False,False,True,False,False,False,False
10527,27,1,6.637575248315356,0,1,8,148,7,3,2,False,False,True,True,False,False,False
10528,17,0,22.656138589443685,0,1,5,46,72,42,2,False,False,True,False,False,False,True
10529,46,0,18.00196282462347,0,3,10,138,32,34,3,True,False,False,False,False,True,False
10530,49,1,9.879755517994706,0,3,11,177,27,15,3,False,False,True,False,True,False,False
10531,33,0,23.164012231228888,0,1,16,24,18,42,2,False,False,True,False,False,False,False
10532,28,0,18.851574951602693,0,1,15,173,25,32,3,True,False,False,False,False,True,False
10533,36,0,17.17089351539209,1,2,14,131,2,17,3,False,False,False,False,False,False,True
10534,31,0,19.851412620095537,0,1,11,124,25,35,2,False,False,False,False,False,True,False
10535,18,0,15.59916219029224,1,2,1,166,25,33,1,False,False,False,False,False,False,False
10536,33,1,11.392511236704667,0,1,5,84,3,20,2,False,True,False,True,False,False,False
10537,16,1,6.856396324366026,0,3,1,16,4,24,1,False,False,True,False,False,True,False
10538,29,1,2.527518515718884,0,1,15,27,2,14,2,True,False,False,False,False,False,False
10539,16,0,9.77812053089643,0,1,16,98,72,46,3,False,False,True,False,False,True,False
10540,25,1,11.302929828289209,0,3,18,114,30,23,3,False,True,False,False,False,False,True
10541,37,1,22.64586143692751,0,3,8,24,77,33,2,False,False,True,False,True,False,False
10542,24,0,14.88178152672296,0,3,8,74,3,29,2,False,False,True,False,True,False,False
10543,17,0,1.2001881261134777,0,1,0,151,8,19,1,False,True,False,False,True,False,False
10544,19,1,0.5625505782637878,0,2,2,167,28,17,2,False,False,False,False,False,False,False
10545,17,1,20.20455999190895,0,1,6,105,75,17,2,False,False,True,False,True,False,False
10546,27,0,14.21603930938658,0,3,0,88,31,38,1,False,False,True,False,False,False,False
10547,33,0,13.516856765184166,0,3,6,122,14,27,2,False,False,False,False,False,False,True
10548,49,1,8.56368430066119,0,3,4,32,62,49,1,False,False,True,False,False,False,False
10549,38,0,17.233315055560283,0,2,17,25,38,45,2,False,False,False,False,True,False,False
10550,38,0,19.994248658817227,0,1,10,112,25,12,2,False,True,False,False,True,False,False
10551,31,1,21.521805803231683,0,1,6,155,67,30,2,False,False,True,False,True,False,False
10552,24,0,10.655640214438458,0,3,2,79,76,0,1,False,False,True,False,False,True,False
10553,16,1,1.998685901906201,0,2,14,101,10,26,2,False,False,True,False,True,False,False
10554,37,1,20.830711429731508,0,1,18,110,77,14,3,False,False,True,False,True,False,False
10555,20,0,16.391805013253943,1,2,17,40,65,43,3,True,False,False,False,False,False,False
10556,16,0,17.193142257084354,0,2,18,153,87,35,3,False,False,False,True,False,False,False
10557,35,0,22.64815061822543,1,1,6,59,98,40,2,True,False,False,False,False,True,False
10558,49,0,5.510455148713253,0,2,14,56,66,5,2,False,False,True,True,False,False,False
10559,43,1,19.44209941650424,0,2,8,161,84,18,2,False,False,True,False,False,False,False
10560,21,0,10.378162906083798,0,3,3,144,63,3,2,False,False,True,False,True,False,False
10561,43,1,22.518007405330252,0,1,6,133,20,15,2,True,False,False,False,True,False,False
10562,37,1,7.85824734242746,0,1,6,82,18,34,2,False,False,False,True,False,False,False
10563,47,0,13.83866413554705,0,1,5,90,86,9,2,True,False,False,False,True,False,False
10564,22,1,15.952539938594107,0,1,18,30,40,27,2,False,True,False,False,True,False,False
10565,26,1,0.9711906373948632,1,2,11,164,42,48,3,False,False,True,False,False,True,False
10566,24,1,15.453625638138112,0,3,12,76,94,27,2,False,False,False,False,True,False,False
10567,29,0,16.64318139701,0,2,4,68,47,4,1,False,False,True,False,True,False,False
10568,38,1,19.884824509630583,0,1,19,30,43,34,2,False,False,False,True,False,False,False
10569,40,0,7.851473989635672,1,1,13,70,79,38,1,False,True,False,False,False,False,False
10570,17,1,17.269180954176726,0,1,19,152,96,25,3,False,False,False,False,True,False,False
10571,16,0,19.709309766672902,0,2,15,152,89,40,3,False,False,True,False,False,True,False
10572,20,0,19.68642586387382,0,1,4,32,63,41,1,True,False,False,False,False,False,False
10573,35,0,5.755309582779355,1,1,4,125,3,7,2,True,False,False,False,False,True,False
10574,23,0,22.914561430742385,1,3,15,23,32,45,2,True,False,False,True,False,False,False
10575,24,0,17.467707194543884,0,2,19,67,33,2,2,False,False,False,False,False,False,False
10576,17,0,16.625412903140436,1,1,9,23,8,3,1,False,False,False,False,False,False,True
10577,38,1,19.48224818682492,1,1,12,163,87,45,3,False,False,True,False,False,True,False
10578,36,0,18.8373769043065,0,2,18,158,33,33,3,False,False,True,False,False,False,True
10579,28,0,5.076650883782024,1,1,19,45,81,37,2,False,False,True,False,False,True,False
10580,41,1,14.528814507664364,0,2,5,64,50,45,2,True,False,False,False,False,False,False
10581,47,0,19.594267432111085,1,1,9,11,50,5,1,False,False,True,False,False,True,False
10582,36,1,16.102516053685424,1,3,6,93,22,36,2,False,False,True,True,False,False,False
10583,43,0,13.91355043603948,0,2,11,124,13,8,2,True,False,False,False,False,True,False
10584,33,0,6.589825955322321,0,2,10,124,55,44,2,True,False,False,False,True,False,False
10585,33,0,18.67822439294072,0,1,15,69,11,46,2,False,True,False,False,False,True,False
10586,20,1,1.2924011697172526,0,1,15,159,56,41,3,False,False,False,False,False,False,False
10587,33,1,16.50734250080364,0,3,2,25,59,46,1,False,False,True,False,False,False,False
10588,27,1,18.49318656357488,0,1,8,78,72,1,2,False,False,False,True,False,False,False
10589,40,0,22.24479716918698,0,2,16,101,63,7,3,False,False,False,True,False,False,False
10590,36,1,17.72846614392239,0,1,12,150,32,5,3,True,False,False,False,True,False,False
10591,35,1,12.58230072821234,0,2,9,81,80,46,2,False,False,True,False,True,False,False
10592,16,0,4.718545717947556,1,1,15,93,10,27,2,False,True,False,False,True,False,False
10593,44,1,9.561871728078197,0,1,9,21,75,27,3,False,True,False,False,False,False,False
10594,41,1,2.2730362943634628,0,1,3,143,81,44,2,False,False,True,False,False,True,False
10595,21,0,10.59313565708062,0,1,19,53,69,9,2,False,False,False,False,False,False,True
10596,34,0,3.5518306102288415,0,3,8,82,30,33,2,False,False,True,False,True,False,False
10597,45,1,3.6635668692867993,0,3,18,106,62,38,3,False,False,True,True,False,False,False
10598,37,0,4.704570520397718,0,2,14,120,37,17,3,False,False,True,True,False,False,False
10599,27,1,16.801575239682393,0,1,3,28,36,14,1,True,False,False,False,True,False,False
10600,31,0,7.0963807138553285,0,1,15,66,37,38,2,True,False,False,False,False,False,False
10601,18,0,16.322548468219118,0,2,11,164,97,36,3,False,False,True,True,False,False,False
10602,28,0,19.01242437325919,0,1,6,143,10,9,2,False,False,True,False,False,False,True
10603,34,1,22.917629711227637,0,3,15,61,58,12,2,False,False,True,False,False,True,False
10604,27,0,2.016015011690775,0,3,6,55,14,18,2,False,False,False,True,False,False,False
10605,17,0,0.4402572954693591,0,2,2,73,81,5,1,False,False,True,False,False,False,True
10606,40,0,10.21427880088017,0,2,5,102,38,23,2,True,False,False,False,False,True,False
10607,40,1,3.649103572054252,0,2,11,18,37,2,1,True,False,False,False,False,False,False
10608,32,1,5.636000288033381,0,1,12,163,74,23,3,False,False,False,False,False,False,True
10609,46,1,23.176039032699833,0,3,11,14,26,43,1,True,False,False,False,True,False,False
10610,28,1,23.955367195212276,0,1,10,40,16,43,2,False,False,True,False,False,True,False
10611,17,0,23.64284373265269,0,2,19,48,36,29,2,False,True,False,False,False,False,False
10612,15,0,21.83219110760151,0,1,19,18,49,5,2,False,False,True,True,False,False,False
10613,40,0,23.545717342518746,1,1,13,125,34,37,3,False,False,True,False,False,False,False
10614,38,1,4.39494691641857,0,1,5,176,86,41,2,False,False,False,False,False,False,True
10615,49,1,0.7343965874085923,0,1,17,179,80,34,3,False,False,False,False,True,False,False
10616,28,1,8.135110546078124,0,2,8,93,74,41,2,False,False,False,False,True,False,False
10617,17,1,13.67265767466563,0,3,1,33,58,46,1,False,False,True,True,False,False,False
10618,27,1,11.033030171960917,0,1,17,24,54,46,2,False,False,False,False,False,False,True
10619,28,0,23.771948390875018,0,3,8,101,52,7,2,False,False,False,False,False,True,False
10620,35,0,4.8322944728665345,0,1,7,11,97,22,1,True,False,False,False,False,False,True
10621,40,1,4.963071944633001,0,1,18,112,35,13,3,False,False,True,True,False,False,False
10622,17,1,19.59157197337841,0,1,7,104,36,29,2,True,False,False,True,False,False,False
10623,18,0,10.060877870421596,1,1,8,80,45,5,2,False,False,True,False,True,False,False
10624,15,1,10.8740181660269,1,2,19,53,12,6,2,False,True,False,False,False,True,False
10625,47,0,16.25439794654677,0,1,5,64,46,39,2,False,False,False,False,False,False,True
10626,21,0,20.624395478893465,1,3,4,151,74,23,2,True,False,False,False,False,False,False
10627,25,1,23.997244733226548,1,2,12,11,47,6,1,False,False,False,False,True,False,False
10628,41,1,23.667115708139203,1,3,19,33,40,7,2,True,False,False,False,False,False,False
10629,28,0,20.442287786087473,0,3,6,139,43,33,2,False,False,True,False,False,False,False
10630,36,0,3.761621981397778,0,3,10,162,57,23,3,False,False,True,False,False,False,False
10631,30,1,3.5080334788189544,1,2,12,140,54,0,3,False,True,False,False,False,False,True
10632,26,0,17.457138532240158,1,2,14,110,5,13,3,False,False,False,False,False,False,False
10633,24,0,13.526132882911847,1,1,6,15,39,37,1,False,True,False,False,False,False,False
10634,38,0,19.590081283990457,0,2,13,60,35,1,2,False,False,True,False,False,False,False
10635,32,0,4.137981957912493,0,3,13,142,9,0,3,False,False,True,True,False,False,False
10636,36,1,22.475292816727737,1,2,12,76,8,14,2,False,False,True,False,False,False,False
10637,23,0,0.4771088590276955,0,1,3,143,33,37,2,False,False,False,False,True,False,False
10638,31,0,4.638502695743347,1,1,15,96,3,7,3,False,False,True,False,False,False,False
10639,27,1,11.750584276635744,0,3,5,160,84,8,2,True,False,False,False,False,True,False
10640,20,1,23.081076778722444,0,3,6,73,30,19,2,False,False,True,False,False,False,True
10641,35,0,20.458655649878914,1,1,11,161,35,0,3,False,True,False,False,False,False,False
10642,21,0,16.550110886730742,0,3,14,119,87,20,3,True,False,False,True,False,False,False
10643,39,0,18.94795657581433,0,1,1,168,49,19,1,False,False,False,False,True,False,False
10644,25,0,7.673040768977699,1,2,5,158,30,31,2,True,False,False,False,True,False,False
10645,28,0,16.49061172784195,0,2,18,17,95,44,2,True,False,False,True,False,False,False
10646,43,0,20.544225472119457,0,2,6,57,62,5,2,False,False,True,True,False,False,False
10647,24,1,16.061802889743795,0,1,12,23,23,46,1,False,False,True,False,False,False,False
10648,19,1,20.35004329141059,0,1,14,86,22,19,2,False,False,True,False,False,False,True
10649,22,1,18.09646424218328,0,3,15,112,8,45,3,False,False,True,False,False,False,False
10650,19,1,8.588425690000687,0,1,4,21,66,44,1,True,False,False,True,False,False,False
10651,38,1,16.247430904077355,0,1,9,91,98,36,2,True,False,False,False,False,False,True
10652,40,0,11.758525849464831,0,1,10,80,5,10,2,True,False,False,False,False,False,False
10653,20,0,21.582131846576104,0,1,14,121,2,32,3,False,False,False,False,True,False,False
10654,30,1,3.617192886755352,0,1,15,111,21,38,3,False,False,True,False,False,True,False
10655,26,1,22.469147687892043,0,1,13,39,3,43,2,True,False,False,False,True,False,False
10656,25,0,10.427822036257393,0,2,19,43,47,11,2,True,False,False,False,False,True,False
10657,17,0,10.945197872011708,1,1,8,139,48,49,2,False,False,True,False,True,False,False
10658,20,1,19.121682266352167,1,1,4,114,82,26,2,False,False,True,False,True,False,False
10659,33,0,8.006601833910715,0,3,19,103,95,17,3,False,False,True,True,False,False,False
10660,32,0,3.2440485475384904,0,3,11,56,42,2,2,False,False,False,True,False,False,False
10661,30,0,20.103827510258903,0,1,13,70,90,48,2,False,False,True,True,False,False,False
10662,37,0,14.79405997033538,0,2,14,66,11,16,3,True,False,False,False,False,True,False
10663,23,0,22.61790664549048,0,1,8,17,76,19,1,True,False,False,False,False,False,True
10664,17,0,20.91647432841767,1,2,14,103,90,2,3,False,True,False,False,False,False,True
10665,22,1,2.1499878445440173,0,1,19,116,53,38,3,False,False,False,True,False,False,False
10666,18,0,18.610611591928137,0,2,0,177,19,46,1,False,False,True,False,False,False,False
10667,26,1,7.197556004299958,0,3,8,30,71,3,1,False,False,True,False,False,True,False
10668,45,0,14.219230537072274,0,1,10,82,60,26,2,False,False,True,False,False,True,False
10669,39,0,9.092352502719791,0,1,18,175,30,45,3,False,False,True,True,False,False,False
10670,30,1,19.641802659491876,0,2,2,33,89,19,1,False,False,True,True,False,False,False
10671,28,1,21.3375988322224,0,1,10,146,51,40,3,False,False,True,True,False,False,False
10672,27,1,10.716545946350042,0,3,0,117,44,26,1,False,False,True,False,True,False,False
10673,21,0,6.0964983883463795,0,1,17,45,31,30,2,False,False,True,False,False,True,False
10674,26,0,8.669833786477978,0,1,10,115,87,23,2,False,False,False,True,False,False,False
10675,18,1,5.904610657426159,0,1,5,32,98,29,1,False,False,False,False,True,False,False
10676,16,0,16.765294618134625,0,1,17,110,63,9,3,False,False,True,False,False,False,False
10677,49,1,6.061224407738328,0,2,6,46,17,38,1,True,False,False,True,False,False,False
10678,17,0,21.51140797291193,0,1,10,75,6,12,1,False,False,True,False,False,True,False
10679,18,1,5.22495128702397,0,1,1,157,43,31,3,False,False,True,False,False,True,False
10680,26,1,1.05488200736154,0,1,5,18,20,5,1,True,False,False,False,False,False,False
10681,33,0,20.89880263480606,1,2,0,29,49,22,2,False,False,True,True,False,False,False
10682,24,0,8.879720339943066,0,3,17,141,13,10,3,True,False,False,False,False,True,False
10683,15,1,5.282721212765596,0,1,1,169,68,22,1,False,False,True,False,False,False,True
10684,31,1,15.029449766506586,1,2,11,74,33,9,2,True,False,False,False,False,True,False
10685,30,0,20.903143170125997,0,1,12,114,30,9,2,False,False,False,False,True,False,False
10686,23,0,9.293714755760965,0,3,5,132,72,2,2,False,False,False,False,False,False,True
10687,23,0,3.93046191838432,0,1,7,95,64,46,2,False,False,True,False,False,False,True
10688,23,0,16.749208062381925,0,1,0,152,27,24,1,True,False,False,False,False,False,False
10689,26,0,12.510844532722505,0,1,19,155,26,32,3,True,False,False,False,False,False,False
10690,29,1,14.365259172890472,1,2,5,154,87,6,2,False,True,False,False,False,False,True
10691,16,0,13.23835769605893,0,1,17,89,95,40,3,False,False,True,False,True,False,False
10692,25,1,6.419084149553014,1,2,13,63,57,40,2,False,False,True,True,False,False,False
10693,25,1,21.452833112227072,0,2,6,97,98,7,2,False,False,True,False,False,False,True
10694,22,0,15.726436320552317,0,3,16,161,97,37,3,False,False,True,False,False,False,False
10695,46,0,13.462409767989843,0,2,17,48,68,17,2,False,False,False,True,False,False,False
10696,20,1,8.135789189151259,0,2,17,93,19,47,1,True,False,False,False,False,False,True
10697,34,0,9.825152353375287,0,1,14,90,53,41,2,True,False,False,True,False,False,False
10698,49,0,13.271130238279843,0,1,14,166,39,25,3,False,False,False,False,False,True,False
10699,22,1,10.463484527809088,0,2,17,43,27,7,2,False,False,True,False,False,False,False
10700,48,0,15.035729159952345,0,1,10,90,45,6,2,False,True,False,False,True,False,False
10701,33,0,21.10570866373217,0,1,12,12,4,43,1,False,False,False,False,False,True,False
10702,21,0,19.546562239496403,1,2,14,30,82,17,2,False,False,True,True,False,False,False
10703,45,1,5.689192736650235,0,3,2,114,43,2,1,True,False,False,False,False,True,False
10704,32,0,9.107220000093948,0,1,4,116,20,39,2,False,False,False,False,False,False,True
10705,28,0,23.173009985800977,0,2,18,44,45,38,2,False,False,True,False,False,False,True
10706,31,0,7.068228659689284,0,1,10,179,35,29,3,False,True,False,False,False,False,True
10707,23,1,4.371254124035401,0,3,9,41,26,10,3,False,False,False,False,False,True,False
10708,34,1,10.45418601149032,0,1,4,169,70,3,2,False,False,False,False,False,False,False
10709,42,0,21.77125379757437,0,2,8,122,91,41,2,False,False,True,False,True,False,False
10710,34,1,15.11760626948767,0,1,18,77,21,9,2,False,False,True,True,False,False,False
10711,41,0,16.58690421028897,0,1,10,28,63,3,1,True,False,False,False,False,False,False
10712,22,0,6.095053235591249,0,1,5,35,51,1,3,True,False,False,True,False,False,False
10713,46,1,3.574301831582904,1,3,7,94,21,33,2,False,False,True,False,False,True,False
10714,15,0,23.792908423269303,1,2,16,45,40,14,2,False,False,False,False,False,False,False
10715,31,1,6.951292832601285,1,1,7,35,48,29,1,False,False,False,False,True,False,False
10716,23,1,17.08699838196795,0,1,6,73,7,22,2,True,False,False,False,False,False,True
10717,34,0,16.328587866645588,1,2,11,153,31,38,3,True,False,False,False,True,False,False
10718,46,1,3.0001688171171494,0,2,18,16,83,24,2,True,False,False,False,True,False,False
10719,16,0,14.090491765973171,1,1,19,56,60,34,2,False,False,True,False,True,False,False
10720,46,0,2.636245940920496,0,1,5,148,65,43,2,False,False,True,False,False,False,True
10721,23,1,9.528870930302798,0,1,11,15,98,21,1,False,False,False,False,True,False,False
10722,44,1,12.658150674330503,0,3,11,157,83,17,3,True,False,False,False,False,True,False
10723,34,0,18.756113791815277,1,1,8,43,50,0,2,True,False,False,False,True,False,False
10724,15,1,2.4530636078653645,0,1,19,28,5,37,2,True,False,False,False,True,False,False
10725,19,1,22.409135732800248,0,2,15,142,62,37,3,False,False,True,False,False,True,False
10726,49,0,1.9720586860616065,0,2,11,176,64,17,3,False,False,True,False,False,False,False
10727,15,1,8.263152032147815,1,1,7,14,84,26,1,False,False,False,False,False,True,False
10728,28,0,11.283759709873692,1,3,9,131,89,33,2,True,False,False,True,False,False,False
10729,23,0,8.354101053622522,0,1,3,128,74,25,2,False,False,True,False,False,False,True
10730,44,1,2.154096555662772,0,2,16,73,57,3,2,False,False,True,False,False,True,False
10731,38,0,12.144007862102493,0,2,11,132,59,16,3,False,False,True,False,False,False,True
10732,18,1,5.98561820155228,0,1,7,45,26,26,2,False,False,True,False,False,True,False
10733,28,0,16.030845298033366,1,1,14,142,95,44,3,False,False,True,False,True,False,False
10734,39,0,22.517482881047933,0,1,9,81,40,45,2,False,False,True,False,True,False,False
10735,18,1,15.283436495037533,0,1,15,135,78,39,3,False,False,True,True,False,False,False
10736,39,0,3.1895929036115076,1,2,2,61,87,1,1,True,False,False,False,False,False,False
10737,24,0,10.09460562798236,0,2,9,15,9,10,1,False,False,True,False,False,True,False
10738,49,1,3.0717056463579633,0,1,3,32,35,11,1,True,False,False,True,False,False,False
10739,21,1,10.896950893501309,0,3,16,85,28,19,2,False,False,False,False,False,True,False
10740,27,0,22.73075724021828,0,3,13,86,53,48,2,False,False,True,False,False,False,True
10741,18,0,7.264003022246431,1,1,8,32,22,48,1,False,False,False,True,False,False,False
10742,28,0,1.7497671594917623,0,1,1,177,1,15,1,False,False,True,False,False,False,False
10743,32,1,11.025030470144063,1,1,16,118,34,31,3,False,False,True,False,False,True,False
10744,22,0,21.013029446820227,0,2,11,101,15,34,2,True,False,False,False,False,False,True
10745,46,0,3.292969109459273,0,1,6,152,52,11,2,False,True,False,False,False,False,True
10746,41,1,17.7236722326813,0,1,15,151,79,40,3,True,False,False,True,False,False,False
10747,37,0,9.884960702429554,0,1,7,105,81,3,1,False,False,True,False,True,False,False
10748,21,0,10.81643129866464,0,1,13,131,94,39,3,False,False,True,True,False,False,False
10749,26,0,18.35854827329053,0,1,9,94,66,9,2,False,False,True,True,False,False,False
10750,39,1,23.362467506759376,0,1,2,89,1,45,1,True,False,False,False,False,False,True
10751,17,0,6.920959110724201,1,3,0,78,10,10,1,False,False,True,False,False,False,False
10752,40,0,9.686155158631214,0,1,6,84,6,10,2,True,False,False,True,False,False,False
10753,18,1,1.4206653386276995,0,1,7,173,21,16,2,False,False,False,False,True,False,False
10754,29,1,8.445474492560887,0,3,1,140,19,31,1,False,False,True,False,False,False,True
10755,46,0,5.734206067187026,0,1,0,37,50,17,1,False,False,False,False,True,False,False
10756,43,0,17.96111128597983,1,1,7,119,70,13,2,False,False,False,False,False,False,True
10757,24,0,16.590992216136208,1,2,12,105,65,4,2,False,False,False,False,False,False,True
10758,35,0,7.910263561915687,0,2,4,136,83,1,2,False,False,True,True,False,False,False
10759,30,0,15.202023044117468,0,1,14,86,39,14,2,False,False,True,False,False,False,True
10760,33,0,19.848533795220774,0,2,15,53,71,11,2,False,True,False,False,False,False,False
10761,43,1,20.269155233818957,0,1,14,164,44,45,3,False,False,True,False,True,False,False
10762,32,0,18.9961926846239,1,3,1,29,1,37,1,True,False,False,False,False,True,False
10763,30,0,8.505162849638236,0,1,2,78,60,12,1,False,False,True,False,False,False,True
10764,15,0,11.53972083278518,0,1,9,137,29,39,2,False,False,False,True,False,False,False
10765,16,1,15.556130038165406,0,1,4,98,47,23,2,False,False,True,False,False,True,False
10766,29,0,9.044607074630049,0,2,6,14,9,3,1,False,False,True,False,False,False,False
10767,42,1,15.94690854397654,0,1,0,35,84,23,1,True,False,False,False,True,False,False
10768,15,0,18.705973525693885,1,1,16,42,97,12,2,False,False,True,False,False,False,False
10769,19,1,2.27996440007764,0,2,4,75,4,14,1,True,False,False,True,False,False,False
10770,36,0,9.606423938923118,0,3,8,66,84,27,2,True,False,False,False,False,True,False
10771,27,0,14.881301293033395,0,3,5,32,20,9,1,True,False,False,False,False,False,False
10772,15,1,9.861876822431558,0,1,1,32,49,11,1,False,False,False,False,False,False,True
10773,30,0,14.34777189985548,0,1,2,135,25,45,1,True,False,False,False,False,True,False
10774,36,0,13.383860743409986,1,2,2,17,8,29,1,False,False,True,False,True,False,False
10775,46,0,21.3960161807262,0,1,7,12,31,2,1,False,False,True,True,False,False,False
10776,30,0,12.778447479312328,0,2,10,149,88,13,3,False,False,False,True,False,False,False
10777,29,1,20.51443685616138,0,1,3,25,48,42,3,False,False,False,False,True,False,False
10778,26,0,2.597397492028474,0,1,5,119,37,44,2,False,False,False,True,False,False,False
10779,15,0,14.466064162212644,1,1,18,153,4,34,3,False,False,True,True,False,False,False
10780,31,0,10.622919426147302,0,2,3,164,97,47,2,False,False,True,False,True,False,False
10781,42,0,19.05624548201564,0,1,15,102,16,3,3,True,False,False,True,False,False,False
10782,21,0,11.808281350848922,0,1,3,45,61,20,1,False,False,True,False,True,False,False
10783,23,0,18.329493351351783,0,3,14,62,32,7,2,False,False,True,True,False,False,False
10784,36,0,6.7431214461151185,0,1,0,46,42,39,2,False,False,False,False,False,False,False
10785,40,1,15.0478415497814,0,2,18,138,39,38,3,False,False,True,False,False,False,False
10786,26,0,0.8051958417103986,0,2,8,22,35,27,1,False,False,True,False,False,False,False
10787,21,1,3.5096897668214906,0,1,10,76,48,9,2,True,False,False,False,False,True,False
10788,29,1,18.082141329668612,0,1,19,142,35,13,3,False,False,True,False,True,False,False
10789,35,0,0.4115520559300991,0,1,6,26,77,36,1,False,False,True,False,False,False,False
10790,28,0,0.0760532081731231,0,3,8,157,14,43,2,False,False,True,True,False,False,False
10791,16,0,22.615104092189085,0,2,14,104,57,4,3,True,False,False,False,True,False,False
10792,22,0,2.941176872338013,0,1,6,86,88,11,2,True,False,False,False,True,False,False
10793,20,1,5.758785356952569,0,1,14,89,51,7,2,False,False,True,True,False,False,False
10794,47,1,5.28485603322674,0,1,14,82,12,23,2,False,False,True,False,False,False,True
10795,20,0,11.965065167199842,0,3,0,154,21,5,1,True,False,False,False,True,False,False
10796,40,0,23.408862218591217,0,1,12,40,1,9,2,False,False,False,False,False,True,False
10797,28,1,1.7504612659515215,0,1,2,159,97,25,2,False,True,False,False,False,True,False
10798,22,0,21.07640148167875,0,2,18,18,75,10,2,False,False,True,False,False,False,True
10799,27,1,13.841715351594516,0,3,12,58,99,47,2,False,False,False,False,False,False,False
10800,27,0,16.14540420750524,0,1,16,119,94,32,3,False,False,True,False,False,False,False
10801,42,0,18.764114715176618,0,1,13,45,68,25,2,False,False,True,False,True,False,False
