Age,Gender,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,Location_Europe,Location_Other,Location_USA,Genre_RPG,Genre_Simulation,Genre_Sports,Genre_Strategy
47,0,17.200138813136576,0,3,1,175,50,27,False,False,True,False,False,False,True
20,1,9.993127412258678,0,2,7,81,23,7,True,False,False,False,False,False,False
32,0,15.12861687051486,0,1,3,172,70,46,True,False,False,False,True,False,False
19,0,12.88176184315738,0,1,18,173,64,29,True,False,False,False,True,False,False
18,0,3.38366980388005,0,1,9,52,95,19,False,False,False,False,False,False,False
29,0,17.18687502606777,0,1,5,88,44,44,False,False,False,False,False,False,True
39,0,14.453577002686108,0,1,9,16,19,16,True,False,False,False,False,True,False
23,1,12.933339999744144,0,1,11,60,15,25,False,False,False,False,True,False,False
37,1,2.24228470982566,0,3,2,161,46,36,False,False,False,False,True,False,False
49,0,7.232647983602797,0,1,2,127,69,8,False,True,False,True,False,False,False
21,0,23.22227847841497,0,1,14,21,23,46,True,False,False,False,False,False,False
34,1,5.727493306850661,0,1,12,17,55,43,False,False,False,False,True,False,False
18,0,20.446189092087742,0,2,18,95,93,41,False,True,False,True,False,False,False
22,0,5.547730717941135,1,1,12,70,25,16,False,False,True,False,False,True,False
41,0,1.9446582722738464,0,3,2,40,68,0,True,False,False,False,False,False,True
25,1,18.189816369228236,1,1,18,43,17,27,False,False,False,True,False,False,False
38,0,21.396624972833457,0,2,2,128,5,27,False,False,True,False,False,False,False
25,0,8.804673054467173,0,1,3,125,86,2,True,False,False,False,False,False,True
19,0,11.111378795193676,0,1,3,155,84,4,False,False,True,False,False,False,False
43,1,1.3332951100457135,0,2,16,58,86,3,True,False,False,False,False,False,True
42,0,6.330977636874659,0,1,1,105,74,39,True,False,False,False,False,False,False
35,0,3.9111156455953022,0,2,8,115,74,10,False,False,True,False,True,False,False
28,0,13.393406448906209,0,3,1,144,68,36,True,False,False,False,False,False,False
31,1,11.91602509119956,0,1,7,24,17,31,False,False,False,False,False,False,True
45,0,13.104312900730388,0,1,8,94,33,9,False,False,True,False,False,False,True
44,0,17.355702484171086,0,1,13,25,33,33,False,False,False,False,True,False,False
47,0,19.482472413114287,1,1,3,106,30,26,False,False,True,True,False,False,False
15,0,6.642207357839268,0,3,18,123,29,34,True,False,False,False,False,False,False
19,0,16.996429310811823,0,2,16,25,31,39,False,False,True,False,False,False,True
46,0,6.287571928824632,1,1,10,30,51,16,False,False,False,False,False,False,False
25,0,19.61805181421988,1,2,4,71,88,4,False,True,False,False,False,False,False
16,0,0.5861390311823023,0,2,0,162,95,47,False,True,False,False,False,True,False
31,0,13.469502000274126,0,2,10,78,61,44,False,False,True,False,False,False,False
15,0,4.572734837595549,0,1,14,123,68,6,False,False,False,False,False,False,False
48,1,5.260399572197507,0,2,8,106,53,1,False,False,True,False,True,False,False
36,0,8.273577024806237,0,1,12,120,31,14,False,False,True,False,False,False,False
48,1,7.900403884467631,0,2,8,68,79,35,False,False,True,False,False,False,True
37,1,4.624721015660813,1,1,9,125,38,11,True,False,False,False,True,False,False
43,1,14.436425647446312,1,1,11,54,15,38,True,False,False,False,False,False,False
25,1,5.627005782345607,0,1,12,141,68,10,True,False,False,False,False,False,True
38,0,0.9590674262927488,0,1,3,121,44,29,False,False,False,False,True,False,False
37,0,10.042964225990625,0,2,5,77,65,34,False,False,False,True,False,False,False
24,0,19.832298416070277,1,2,15,110,1,40,True,False,False,False,False,True,False
22,0,2.3320327312088835,1,1,11,109,82,38,False,False,False,True,False,False,False
48,0,18.119976396516492,0,1,3,52,78,34,False,False,False,False,False,True,False
44,1,6.099697548390123,0,1,17,117,44,41,True,False,False,False,False,True,False
48,1,23.40671534631859,0,1,7,18,23,13,False,False,True,False,False,True,False
21,1,11.101525584485817,0,2,1,156,6,8,False,False,True,False,False,False,True
36,0,13.383860743409986,1,2,2,17,8,29,False,False,True,False,True,False,False
32,0,9.503091077206982,0,1,17,59,12,47,False,True,False,False,False,False,False
29,0,16.809800450987197,1,2,9,172,47,35,False,True,False,False,True,False,False
39,0,12.16858345986794,0,3,3,76,99,43,False,False,True,False,False,True,False
37,0,16.538018692936657,0,1,2,152,32,35,False,False,True,False,False,False,False
20,0,22.281187520807173,0,2,9,126,3,14,False,False,False,False,False,True,False
22,1,23.294851988256273,1,1,2,118,77,46,False,True,False,False,False,True,False
22,1,18.036611506031036,1,1,10,96,49,1,True,False,False,False,False,False,False
24,0,8.19918921718613,1,1,4,153,52,1,False,False,True,False,False,True,False
43,1,1.7235904126136905,1,1,15,23,10,4,False,False,True,True,False,False,False
17,1,3.77153012298048,0,1,9,148,12,21,False,False,True,False,False,False,True
27,1,0.1057833640632761,0,1,10,42,67,23,False,False,False,False,False,True,False
32,1,11.02544223820036,0,2,13,111,76,37,False,False,True,True,False,False,False
40,1,7.335941878661063,0,1,8,164,36,20,False,False,True,False,False,False,True
44,0,17.283950781152992,0,3,11,159,58,19,True,False,False,False,False,False,False
26,0,17.604287124084212,0,2,15,99,78,21,False,False,False,False,True,False,False
26,0,17.667742338957805,0,2,2,136,90,17,False,True,False,True,False,False,False
38,1,18.76353538582976,0,2,16,36,95,30,False,False,True,False,True,False,False
42,1,19.489971450957288,0,1,4,92,81,45,False,False,True,False,True,False,False
40,0,21.573393152077937,0,1,17,55,87,41,False,False,False,False,False,False,True
37,1,0.2067611549383912,1,1,18,127,10,10,True,False,False,False,False,True,False
35,0,12.877409412787802,0,2,12,104,36,2,False,False,True,False,True,False,False
22,1,14.374676498326052,0,1,5,142,35,43,False,True,False,False,False,False,False
35,0,6.84050198914125,0,1,11,109,19,31,False,False,False,False,False,True,False
42,1,13.855727590024134,0,1,5,162,8,7,False,False,False,True,False,False,False
30,1,3.770480626172102,0,1,16,69,70,32,False,False,True,False,False,True,False
37,0,7.698268471430926,1,2,16,79,83,21,False,False,False,False,True,False,False
27,0,7.407798534441148,0,1,10,39,44,41,True,False,False,False,False,True,False
47,1,10.76728804866648,0,1,6,169,96,33,False,True,False,False,True,False,False
37,0,5.537104272983862,0,2,11,94,97,45,False,False,True,False,False,False,True
17,1,6.355705438090385,0,1,13,23,5,7,True,False,False,False,True,False,False
33,1,3.350224412254181,0,2,9,129,25,23,False,True,False,False,False,False,False
16,1,10.784465561727504,1,1,2,10,44,44,False,False,True,False,False,True,False
16,0,15.455258637989072,0,3,11,52,8,29,False,True,False,False,False,False,False
15,1,13.242933629350102,1,2,12,129,75,25,True,False,False,False,False,False,True
16,0,23.24314560871031,0,2,3,17,31,40,True,False,False,False,True,False,False
48,0,18.73744988603023,0,2,6,73,5,24,False,True,False,True,False,False,False
17,0,6.103678780183363,0,2,16,171,22,38,False,False,True,True,False,False,False
26,0,10.549092869448687,1,3,1,56,1,32,False,False,True,True,False,False,False
22,0,5.866741100466713,1,2,17,131,87,48,False,False,False,False,False,False,True
27,0,2.604789116533558,0,1,18,42,93,19,False,False,False,False,False,True,False
22,1,1.0700702838349034,0,3,0,55,81,41,True,False,False,False,False,False,True
31,0,15.927155795284223,0,2,9,80,99,20,True,False,False,False,False,False,True
15,0,6.661497927714943,1,3,0,60,86,10,False,False,False,False,False,True,False
44,0,18.092133292111072,0,2,4,168,40,3,False,True,False,True,False,False,False
45,0,12.711006277490618,1,1,4,26,86,25,True,False,False,False,False,False,True
31,0,12.808709352177065,0,3,5,134,38,17,False,False,False,False,True,False,False
15,0,14.823726931153727,1,1,2,177,50,31,False,True,False,False,False,False,False
48,0,4.059658633379384,0,3,15,18,80,38,False,False,False,False,False,True,False
49,0,17.193930310726117,0,2,15,125,2,5,True,False,False,True,False,False,False
31,1,6.505483475715422,0,1,18,38,21,37,False,False,True,False,True,False,False
16,0,5.599752402393706,0,3,15,170,54,3,True,False,False,False,False,False,False
17,0,11.05432139568418,0,2,14,89,36,33,True,False,False,False,True,False,False
29,1,0.5509288985868448,0,2,6,164,17,13,False,False,True,True,False,False,False
15,0,9.106418632639851,0,1,14,117,26,5,True,False,False,True,False,False,False
16,0,13.06421788031306,0,2,5,91,83,14,False,False,False,False,True,False,False
26,0,13.205436824312674,1,1,19,120,30,43,True,False,False,False,False,False,True
34,0,11.936888398418214,0,2,16,139,5,25,False,True,False,False,False,False,False
38,0,1.230341462396396,0,1,7,18,35,47,False,True,False,False,True,False,False
20,0,23.52028786235407,1,2,13,35,20,41,False,False,False,False,False,True,False
38,1,16.460439280420815,0,1,14,72,78,12,False,False,True,False,False,False,False
39,0,18.893408207062603,0,1,16,142,84,23,True,False,False,False,False,True,False
20,0,0.7956443886665321,0,2,3,31,30,26,True,False,False,False,False,False,False
26,0,22.549639356172857,1,1,6,148,9,38,False,False,False,False,False,False,False
21,0,12.361043242875157,0,1,19,38,21,27,False,True,False,False,False,False,False
47,1,19.53735295963497,0,2,19,108,36,45,False,False,False,False,False,False,False
23,0,23.074793553524852,0,2,6,113,17,25,True,False,False,False,False,True,False
41,1,1.2718386938482826,0,1,5,33,15,16,False,False,False,False,False,False,False
48,1,14.901103861930885,1,1,15,112,78,44,True,False,False,False,False,True,False
44,1,12.539065136162224,0,1,18,119,47,7,False,False,True,False,True,False,False
33,0,14.899838420532596,0,2,2,142,17,5,False,False,True,False,False,True,False
49,1,19.692329993722208,0,3,8,150,45,11,False,False,True,True,False,False,False
24,1,8.465403507061536,0,3,19,167,20,10,False,False,True,True,False,False,False
31,0,15.959911679188668,1,2,7,97,87,36,False,False,True,False,False,False,True
21,1,15.832370135637898,0,1,17,91,70,20,False,False,False,False,False,False,True
23,1,11.611818314316247,1,1,14,131,58,11,False,False,True,False,True,False,False
39,0,10.865148730796887,0,1,0,166,28,1,False,False,True,True,False,False,False
34,0,6.844771604267765,0,3,2,135,53,3,False,False,True,False,False,False,False
36,0,22.7586361604096,0,2,0,35,90,47,True,False,False,False,False,False,True
22,1,4.004090615821528,0,1,14,152,22,3,False,False,True,False,True,False,False
38,0,12.244435576752952,1,1,10,147,34,1,True,False,False,False,False,False,True
29,1,5.031052755867982,0,2,16,156,48,28,True,False,False,False,False,False,True
32,1,0.8051091718906003,0,1,11,70,70,2,False,False,False,False,False,False,False
31,0,2.085627437115254,0,1,13,68,73,44,False,False,True,False,False,False,False
45,0,5.179410141641536,0,1,9,122,61,12,False,False,True,True,False,False,False
47,0,23.56497654800638,1,3,18,45,12,7,False,False,True,False,False,False,True
44,1,14.813700579921065,0,1,5,105,99,31,True,False,False,False,False,False,False
35,0,0.7142800347205576,0,1,12,15,65,31,False,True,False,True,False,False,False
22,1,1.2141469579449249,0,2,12,158,29,38,False,True,False,True,False,False,False
44,1,13.987232966038944,0,3,5,154,40,41,False,False,False,False,True,False,False
22,0,13.508758862993629,0,3,10,32,55,18,True,False,False,False,True,False,False
45,0,11.9688223204739,1,1,14,28,27,25,True,False,False,False,False,False,False
40,1,3.6980589169475744,0,2,5,51,82,9,True,False,False,True,False,False,False
23,1,22.710221792230424,0,1,17,36,90,48,False,False,True,False,False,True,False
49,1,21.971460077836344,0,1,6,96,64,40,False,False,True,False,False,False,False
38,1,2.0715294164593434,0,3,2,46,35,49,True,False,False,False,False,True,False
31,0,17.353438322832346,0,1,6,90,83,0,True,False,False,False,False,False,False
29,0,5.190736637187815,0,1,2,66,36,0,True,False,False,True,False,False,False
37,0,0.4400604549797924,0,1,12,76,34,17,False,True,False,False,False,False,False
31,0,22.780555812203477,1,1,0,178,56,27,False,False,True,False,False,True,False
22,0,8.130724481480666,0,2,2,161,69,44,True,False,False,True,False,False,False
40,0,5.775975617647533,0,2,18,73,7,35,True,False,False,True,False,False,False
22,0,1.381644909868661,0,2,11,29,64,49,True,False,False,False,False,True,False
37,1,5.258932220618754,0,2,2,165,1,8,True,False,False,True,False,False,False
43,0,6.824554519738564,0,3,13,74,61,0,False,False,False,True,False,False,False
47,1,15.23311819300224,0,2,17,29,22,37,False,False,False,False,False,True,False
40,0,23.1396666865394,1,2,7,57,85,43,False,False,True,False,False,True,False
17,1,20.82863494100723,0,2,15,81,38,27,True,False,False,True,False,False,False
43,1,1.3139451198206622,0,1,0,42,5,24,False,False,False,False,False,False,False
25,0,10.662444016895591,0,1,13,137,95,18,True,False,False,True,False,False,False
45,0,7.712693319511259,1,1,19,44,32,22,False,True,False,True,False,False,False
21,1,14.7976776267641,0,1,0,95,21,48,False,False,True,True,False,False,False
30,0,17.86407472700092,0,1,1,95,31,13,False,False,True,True,False,False,False
45,0,10.7697356865238,0,2,6,73,36,45,False,False,True,False,True,False,False
18,1,14.308769538939112,0,1,18,51,24,32,False,False,False,False,False,True,False
31,1,23.638506981019987,1,3,2,61,8,41,False,False,False,False,False,False,True
20,0,18.931700170423095,0,1,14,77,55,24,True,False,False,False,False,False,False
28,1,1.8615457659856487,0,1,11,24,56,16,False,False,False,False,False,False,False
45,1,8.17036329649832,0,1,19,33,11,25,False,False,True,False,False,False,True
29,1,8.01614575321631,1,2,18,80,25,39,False,False,True,False,False,False,True
46,0,23.31495933924988,0,3,13,115,14,11,False,False,True,False,True,False,False
20,0,16.61873983261966,1,2,5,124,23,26,False,False,True,False,False,False,True
23,0,23.42636614302848,1,1,14,71,15,35,True,False,False,False,False,False,True
18,0,12.747018569776692,0,1,13,21,63,3,False,False,False,False,False,False,False
35,1,20.68002145898908,0,1,15,147,99,38,False,False,False,False,False,False,True
38,0,15.715469595602173,0,3,10,44,14,37,False,False,True,False,False,False,True
22,0,9.614902229838211,0,3,13,23,55,22,False,False,False,False,False,False,True
23,1,2.741130658688238,0,1,6,43,72,24,False,False,False,False,False,True,False
48,0,20.756907037137953,1,3,3,11,7,39,False,False,True,False,False,True,False
27,1,0.3283399874822219,0,2,18,123,69,25,False,False,False,False,False,False,False
26,0,17.112681479449684,0,2,19,85,44,16,True,False,False,False,False,True,False
31,0,12.652615131944914,1,1,1,124,34,7,False,False,True,False,False,False,True
42,0,17.82060712615904,0,1,13,105,45,27,True,False,False,True,False,False,False
44,1,4.365937249308159,1,1,7,175,46,2,False,False,True,False,True,False,False
39,0,11.43257624103715,0,2,10,107,80,1,False,False,False,False,False,True,False
19,1,20.09875471307184,0,3,10,88,38,35,False,False,True,False,False,False,False
41,0,15.07676599574106,0,1,9,156,97,48,True,False,False,False,False,False,True
20,1,5.598757721159666,0,1,4,80,99,30,False,False,False,False,True,False,False
15,0,22.503879507930073,0,1,3,132,85,28,False,False,False,False,False,False,False
37,0,13.956212247071448,0,1,4,35,16,14,True,False,False,False,False,True,False
31,1,12.283352436912775,0,3,9,17,28,7,True,False,False,True,False,False,False
46,0,20.90987958983287,1,2,2,160,1,13,False,True,False,False,True,False,False
42,1,12.921603901443223,0,1,17,37,37,31,False,False,False,False,False,False,True
21,0,11.09293358062668,0,2,19,60,18,9,False,False,False,False,True,False,False
41,0,5.9840152357206575,0,1,11,132,78,42,False,False,True,True,False,False,False
15,0,20.91549493845574,0,1,15,135,47,5,True,False,False,False,True,False,False
43,0,7.995237270785958,0,1,14,83,56,28,True,False,False,False,False,True,False
43,0,16.973712606217198,0,2,12,135,54,35,True,False,False,False,False,False,True
26,0,22.486028745997107,0,1,5,168,16,6,False,True,False,False,False,False,True
25,0,12.32340604156069,0,1,0,166,26,8,False,False,True,False,False,True,False
41,0,23.335957419681144,0,1,13,102,37,5,False,False,True,True,False,False,False
19,0,6.285641844164062,0,1,9,18,5,45,False,False,True,True,False,False,False
40,0,10.338516535748894,0,3,3,49,96,36,True,False,False,True,False,False,False
37,1,19.334151402760668,0,1,4,84,39,13,False,True,False,False,True,False,False
41,0,13.317335561937895,0,3,7,29,10,44,False,False,False,False,True,False,False
17,0,21.12718399409516,1,2,4,75,76,23,False,True,False,False,False,False,False
31,1,1.4612190980555573,0,1,8,37,51,9,False,True,False,False,True,False,False
25,0,5.662935066969979,0,3,4,163,50,48,False,False,True,True,False,False,False
42,0,6.829059998872596,1,2,12,46,20,27,True,False,False,False,True,False,False
26,1,9.264416284461545,0,2,14,148,64,34,False,True,False,False,True,False,False
36,1,6.380930175595099,0,1,11,113,41,35,False,True,False,False,False,True,False
15,0,5.4649803364294245,1,2,3,168,93,2,True,False,False,True,False,False,False
33,1,3.5122772269873153,0,3,11,90,98,5,True,False,False,True,False,False,False
46,1,21.06970008572491,0,3,12,16,69,17,False,False,True,False,True,False,False
49,1,14.95271715871735,0,2,17,65,5,47,True,False,False,True,False,False,False
31,0,9.33412119576732,0,1,12,22,44,36,True,False,False,False,False,False,False
18,0,13.616935354038231,0,3,15,45,60,12,False,False,False,False,True,False,False
33,1,22.820942563577375,0,2,4,151,11,8,False,False,False,False,False,True,False
42,0,16.660674013571416,0,1,7,143,4,4,False,False,True,False,False,False,True
34,0,10.297274303333555,1,1,10,102,89,23,False,False,True,False,False,False,True
40,1,8.814253463294275,0,2,2,111,9,46,True,False,False,True,False,False,False
23,0,20.247485791503102,0,1,15,125,51,7,True,False,False,False,False,False,False
37,0,10.584083785769195,0,3,3,156,88,5,False,True,False,False,False,False,True
32,1,3.5679917377670343,0,1,1,99,85,6,False,True,False,False,False,False,False
41,0,7.776566815584499,0,1,10,158,72,16,False,False,True,False,False,True,False
29,0,7.414388263059886,0,1,17,80,58,4,False,False,True,False,False,True,False
49,1,18.60555394046763,0,1,1,143,38,16,False,False,False,False,False,True,False
47,0,3.6680247583188783,0,2,8,70,36,36,False,True,False,False,False,True,False
25,1,5.334063610572531,0,2,15,65,3,17,False,False,True,False,False,False,True
22,0,19.17255880282267,0,2,14,177,30,15,False,False,False,False,False,False,False
49,1,15.713970773313616,1,1,17,97,45,49,False,False,True,True,False,False,False
29,0,14.830814080576186,0,2,16,133,2,22,False,False,True,False,False,False,False
30,0,13.241958878200926,0,2,4,31,54,0,True,False,False,True,False,False,False
24,1,21.17554085386216,0,2,13,26,54,39,False,True,False,False,False,False,False
33,0,20.89880263480606,1,2,0,29,49,22,False,False,True,True,False,False,False
40,0,20.411693515391494,1,3,13,150,13,47,False,False,False,True,False,False,False
22,1,22.61708671517992,0,1,13,114,14,12,False,False,True,False,False,False,True
43,0,11.092354382451852,0,1,14,176,7,45,True,False,False,True,False,False,False
26,0,11.8329442609615,0,3,1,58,17,1,False,False,True,False,False,False,True
37,0,11.405836636490982,0,1,6,36,51,44,False,False,True,True,False,False,False
35,1,14.438996298254416,1,1,17,49,89,17,False,False,True,False,False,False,True
32,1,14.898686323171749,0,3,17,174,16,43,False,False,True,False,True,False,False
33,0,15.458410246006984,0,2,5,44,42,31,False,False,True,False,True,False,False
19,0,21.917011100280995,1,3,10,14,19,40,False,False,True,True,False,False,False
48,0,19.384896288776975,0,1,12,111,37,28,True,False,False,False,False,True,False
22,0,0.0059834206620648,1,1,19,93,28,8,False,False,False,False,False,False,False
15,0,2.3926069214539956,0,1,1,53,40,11,False,False,True,False,True,False,False
48,1,6.880965446866139,0,1,11,91,24,33,False,False,False,False,False,False,False
30,1,9.268052365225284,0,1,16,144,94,49,False,False,False,False,False,True,False
15,0,8.4697292621446,1,3,3,110,24,44,True,False,False,False,False,False,True
46,0,20.101916911659178,1,3,7,14,24,12,True,False,False,False,False,True,False
25,0,23.96415549171608,1,2,15,130,50,38,False,False,False,False,True,False,False
40,0,5.254677914730996,0,1,11,52,29,7,False,True,False,False,False,False,False
40,0,16.859566374108738,0,2,9,129,98,27,False,False,False,False,False,False,False
15,1,16.36165696073365,0,1,18,107,92,21,False,False,False,False,False,False,True
32,0,10.102475247057026,0,1,13,13,92,32,False,False,False,False,False,False,False
16,0,15.446070437707675,0,2,3,171,17,35,False,False,True,False,False,False,True
34,1,11.03445578751754,1,3,13,175,21,9,False,True,False,False,False,True,False
49,1,8.383100701190916,0,3,17,51,39,4,True,False,False,False,False,True,False
19,0,1.4217626148929892,1,1,13,174,83,27,False,False,True,False,False,False,True
29,0,22.98415992107153,0,1,1,83,2,35,True,False,False,True,False,False,False
32,0,1.841667602970099,0,2,7,72,94,6,True,False,False,False,False,False,False
31,0,21.219127864378105,0,3,0,109,62,27,True,False,False,False,False,True,False
18,1,9.34786005122888,0,2,11,125,99,3,True,False,False,True,False,False,False
39,0,6.355404482628215,0,1,5,26,64,1,False,False,True,False,True,False,False
36,0,17.19634564190995,1,3,10,53,38,36,False,False,False,False,False,False,True
32,1,9.408312613433344,0,2,11,146,73,20,False,False,True,False,True,False,False
39,0,20.241753561287936,0,3,15,59,41,28,True,False,False,False,False,True,False
33,0,14.217893197522743,0,1,16,155,12,14,False,False,True,False,False,True,False
33,0,18.719158023662583,1,3,0,11,64,4,True,False,False,False,False,False,True
33,1,20.51544382416534,0,1,19,61,37,2,False,True,False,True,False,False,False
29,0,4.997059757045624,0,1,0,92,21,1,False,False,False,True,False,False,False
43,0,9.658683822078416,1,3,18,131,15,40,True,False,False,False,False,False,True
28,0,8.18314831810791,0,2,9,31,60,26,False,False,False,False,True,False,False
35,1,23.901226715419273,0,1,8,176,83,14,False,False,False,False,False,True,False
44,1,7.73686087137731,0,1,12,126,87,35,True,False,False,False,True,False,False
27,0,18.27080978710761,0,2,19,100,84,5,False,False,False,False,True,False,False
33,1,2.2721285299657374,1,1,4,54,85,30,False,False,True,True,False,False,False
35,0,0.2176713438571793,0,3,12,179,49,18,True,False,False,True,False,False,False
22,1,9.844141888307664,0,1,16,72,39,9,False,False,False,False,False,False,True
18,0,1.5746559227622114,0,2,17,170,16,26,False,True,False,False,False,False,True
19,1,10.326448053504524,0,2,8,112,99,21,False,False,True,False,True,False,False
18,1,18.931317449572475,0,3,17,109,46,49,False,False,True,False,True,False,False
39,1,17.43524245656221,0,2,14,79,23,49,True,False,False,False,True,False,False
16,1,10.544498681747667,0,2,14,66,24,40,False,False,True,True,False,False,False
27,1,12.038884487263434,1,2,16,35,86,44,False,False,True,False,False,False,False
27,0,16.680868831605235,0,1,4,115,85,31,False,False,True,False,False,True,False
43,0,9.977344992662626,1,2,1,125,10,33,False,False,True,False,False,False,False
39,0,11.914617971657725,0,1,19,99,88,33,False,False,False,False,False,False,True
49,1,19.096726856388074,0,3,14,26,28,26,True,False,False,True,False,False,False
21,0,20.852832525256087,0,2,8,80,23,14,False,False,False,True,False,False,False
44,0,14.195592570611517,1,1,13,39,59,30,True,False,False,False,False,False,True
47,0,4.738154539744202,0,1,10,150,25,14,False,False,True,False,False,True,False
15,1,18.86531716817302,0,1,1,85,17,13,False,False,True,False,False,True,False
34,1,22.06520850007636,1,1,15,20,62,29,True,False,False,False,False,False,False
28,0,11.980099012040071,0,3,7,55,96,35,False,False,True,False,True,False,False
19,0,18.445245114567975,0,2,3,79,83,5,False,False,True,False,False,False,False
28,0,20.162344886684412,1,3,17,157,55,22,False,False,True,False,False,False,True
41,0,14.741569619889964,1,2,17,149,47,18,True,False,False,False,False,True,False
24,1,5.813302691392498,0,1,1,48,14,37,True,False,False,False,False,False,True
29,0,13.824887509640725,0,3,19,29,2,45,True,False,False,False,False,False,True
48,0,9.198184521466844,0,3,17,106,63,7,False,False,False,False,False,False,True
16,0,23.480845725345983,0,1,17,90,19,34,False,False,True,False,False,True,False
25,1,14.74472486671107,0,2,13,114,80,49,False,True,False,False,False,False,True
19,1,2.529414811161745,0,3,5,160,48,16,False,True,False,False,False,True,False
26,0,13.263957957743214,0,1,8,150,38,49,False,False,True,False,False,True,False
40,0,8.195162689539362,0,1,1,113,87,24,False,False,True,False,False,False,False
38,0,0.1746775119187775,0,2,13,38,26,49,False,False,False,False,True,False,False
39,0,20.67719607421745,0,2,5,32,92,43,False,False,True,False,True,False,False
29,1,6.6592827432673145,0,1,8,83,49,6,True,False,False,False,False,True,False
44,0,23.98646776474255,0,2,16,38,28,5,True,False,False,False,True,False,False
20,1,23.211064046605173,0,3,2,53,95,41,True,False,False,False,False,False,False
23,0,7.777972674307828,0,2,13,33,2,35,False,False,True,False,False,False,True
28,0,6.161129080702907,0,3,19,114,48,45,False,False,True,False,False,True,False
19,1,15.383871768532677,1,2,7,87,9,20,False,True,False,False,False,True,False
44,0,21.702386365241416,0,3,12,23,98,8,False,False,False,False,False,False,False
30,0,4.37285928903056,1,1,4,158,50,7,False,False,True,False,False,True,False
31,0,15.239671702482871,1,3,0,12,94,21,False,False,True,True,False,False,False
23,1,4.97250306795628,0,1,18,126,2,15,True,False,False,True,False,False,False
17,0,13.278573521342896,0,1,15,25,5,21,False,False,True,False,False,True,False
40,0,23.135367577758252,0,1,17,117,52,20,True,False,False,False,True,False,False
16,1,8.919936876294626,1,1,0,134,14,32,False,False,False,False,False,False,False
41,0,12.864305310650266,0,2,13,11,37,25,False,False,True,False,False,True,False
18,0,15.10695482526003,0,1,10,118,41,8,False,False,True,False,True,False,False
29,0,18.447720412269454,0,1,12,119,15,14,False,False,True,False,False,False,False
32,1,0.859207125264132,0,3,11,117,47,37,False,False,False,False,False,False,True
29,0,21.64862763930782,0,2,12,176,76,41,False,False,True,False,True,False,False
40,0,14.28170758760923,0,1,8,140,97,48,True,False,False,False,False,False,True
25,0,8.853277778944578,0,1,8,12,42,35,False,True,False,False,True,False,False
33,0,10.613563358260873,0,2,5,73,17,9,False,False,True,True,False,False,False
29,0,17.67807656970399,0,1,4,128,62,19,False,False,True,False,False,False,False
26,1,22.10511106618881,1,1,14,122,97,11,True,False,False,False,False,True,False
35,1,18.585950160562973,0,3,4,93,33,33,False,False,True,False,True,False,False
22,0,23.3946343518614,0,2,12,16,40,22,False,False,False,False,False,False,True
15,1,7.860677149634547,0,1,12,61,25,6,False,False,True,False,False,False,False
23,1,15.50610221571076,0,3,3,85,1,23,False,False,True,True,False,False,False
45,1,19.627231078876953,0,2,5,162,38,10,False,False,True,True,False,False,False
26,1,20.189746523651277,0,1,17,85,74,19,False,False,True,False,False,False,False
45,0,4.953021692523513,0,1,3,58,24,48,False,False,True,False,False,False,False
22,0,19.591315210532866,1,2,7,44,38,20,False,False,True,False,False,False,False
19,0,5.606603886224089,0,1,16,106,67,42,True,False,False,False,True,False,False
21,0,10.50004061755138,0,3,11,129,99,27,True,False,False,False,False,True,False
16,1,8.949599582663184,0,1,7,67,67,3,False,False,True,False,False,False,False
40,0,20.210063498149555,0,2,10,149,83,25,False,False,True,False,False,False,True
40,0,15.282489979569853,0,1,19,18,48,2,True,False,False,True,False,False,False
46,0,1.2924977722009825,1,1,17,45,49,42,False,False,True,False,True,False,False
16,1,8.81970386457298,0,1,3,133,70,44,True,False,False,False,False,True,False
30,0,18.482433258764157,0,1,2,176,53,44,True,False,False,True,False,False,False
20,0,9.432839525818338,0,1,6,38,43,17,False,True,False,False,False,True,False
43,0,19.655871407119196,0,3,17,103,99,41,True,False,False,True,False,False,False
29,1,11.678913595620749,0,1,6,66,31,5,False,False,False,True,False,False,False
30,0,15.756412121565909,1,1,10,33,61,6,True,False,False,False,False,True,False
42,1,20.720255468986505,0,2,2,167,39,47,False,False,True,False,False,False,False
30,0,13.168385713720102,0,1,2,53,35,24,False,False,False,True,False,False,False
37,0,14.71016836264068,0,1,11,121,49,17,False,False,True,False,False,False,True
22,0,14.522625716968264,0,2,17,161,34,30,False,False,False,False,False,False,False
42,0,2.5032086070618274,0,1,14,158,75,11,True,False,False,False,False,True,False
27,0,17.014377928347887,0,2,14,65,85,43,False,True,False,False,False,False,False
49,1,22.819312010354523,0,2,7,28,25,12,False,False,True,False,True,False,False
41,1,5.563723412194112,0,1,2,39,53,6,False,False,True,True,False,False,False
18,0,17.54032631210783,1,2,7,126,35,19,True,False,False,False,False,True,False
46,0,15.969725742114806,0,1,7,161,46,10,True,False,False,False,False,True,False
41,0,5.3358691231694815,0,1,13,162,26,19,True,False,False,False,False,False,False
42,0,5.333472279628536,0,2,0,104,35,0,False,False,False,False,False,True,False
28,0,18.347749145019147,0,3,4,35,8,5,False,False,True,True,False,False,False
16,0,6.1838880528290225,1,2,13,24,28,22,True,False,False,True,False,False,False
